HEATLOAD
Time,DHW Demand [L],SH Demand [kW],T_amb,dhw_in_T
14.03.2020 12:45,0.6,16,9.37,6.98
14.03.2020 13:00,1.33,12,9.47,7.01
14.03.2020 13:15,1.33,12,9.57,7.04
14.03.2020 13:30,0.8,8,9.62,7.06
14.03.2020 13:45,0.07,8,9.61,7.09
14.03.2020 14:00,5.33,4,9.61,7.12
14.03.2020 14:15,9.27,4,9.6,7.15
14.03.2020 14:30,4.8,8,9.54,7.18
14.03.2020 14:45,5.67,4,9.41,7.21
14.03.2020 15:00,9.33,4,9.29,7.24
14.03.2020 15:15,0,4,9.17,7.27
14.03.2020 15:30,1.33,4,8.89,7.3
14.03.2020 15:45,1.47,8,8.47,7.33
14.03.2020 16:00,1.33,4,8.05,7.36
14.03.2020 16:15,6.33,4,7.62,7.39
14.03.2020 16:30,4.67,0,7.16,7.42
14.03.2020 16:45,5.33,0,6.67,7.45
14.03.2020 17:00,1.33,0,6.17,7.48
14.03.2020 17:15,1.33,4,5.67,7.51
14.03.2020 17:30,7.13,4,5.39,7.55
14.03.2020 17:45,1.67,4,5.32,7.58
14.03.2020 18:00,6.07,4,5.25,7.61
14.03.2020 18:15,1,8,5.19,7.65
14.03.2020 18:30,4.27,8,5.09,7.68
14.03.2020 18:45,12.47,8,4.97,7.71
14.03.2020 19:00,15.33,8,4.85,7.75
14.03.2020 19:15,6.67,8,4.73,7.78
14.03.2020 19:30,3.8,8,4.61,7.81
14.03.2020 19:45,5.8,8,4.49,7.85
14.03.2020 20:00,4.67,4,4.37,7.88
14.03.2020 20:15,5.33,4,4.25,7.92
14.03.2020 20:30,2,8,4.16,7.95
14.03.2020 20:45,4.33,8,4.1,7.99
14.03.2020 21:00,4.47,8,4.04,8.03
14.03.2020 21:15,2,8,3.98,8.06
14.03.2020 21:30,5.87,4,3.93,8.1
14.03.2020 21:45,2,4,3.91,8.13
14.03.2020 22:00,0,0,3.88,8.17
14.03.2020 22:15,0,0,3.86,8.21
14.03.2020 22:30,0,0,3.84,8.24
14.03.2020 22:45,0,0,3.84,8.28
14.03.2020 23:00,0,0,3.83,8.32
14.03.2020 23:15,0,0,3.82,8.35
14.03.2020 23:30,0.13,0,3.86,8.39
14.03.2020 23:45,0,0,3.93,8.43
15.03.2020 00:00,0,0,4,8.47
15.03.2020 00:15,0,0,4.08,8.51
15.03.2020 00:30,0,0,4.18,8.54
15.03.2020 00:45,0,0,4.32,8.58
15.03.2020 01:00,0,0,4.46,8.62
15.03.2020 01:15,0,0,4.6,8.66
15.03.2020 01:30,0,0,4.72,8.7
15.03.2020 01:45,0,0,4.82,8.74
15.03.2020 02:00,0,0,4.92,8.78
15.03.2020 02:15,0,0,5.02,8.82
15.03.2020 02:30,0,0,5.1,8.85
15.03.2020 02:45,1.33,0,5.16,8.89
15.03.2020 03:00,0,0,5.23,8.93
15.03.2020 03:15,0,0,5.29,8.97
15.03.2020 03:30,0,0,5.32,9.01
15.03.2020 03:45,0,0,5.33,9.05
15.03.2020 04:00,2,0,5.33,9.09
15.03.2020 04:15,1,0,5.33,9.13
15.03.2020 04:30,2.33,0,5.34,9.17
15.03.2020 04:45,1.67,0,5.35,9.21
15.03.2020 05:00,3.33,0,5.37,9.25
15.03.2020 05:15,3,0,5.38,9.29
15.03.2020 05:30,6.47,0,5.46,9.33
15.03.2020 05:45,5.4,4,5.6,9.38
15.03.2020 06:00,1.07,4,5.75,9.42
15.03.2020 06:15,12.93,8,5.89,9.46
15.03.2020 06:30,15.67,4,6.1,9.5
15.03.2020 06:45,15.2,4,6.37,9.54
15.03.2020 07:00,11.53,8,6.63,9.58
15.03.2020 07:15,25.47,12,6.9,9.62
15.03.2020 07:30,25.4,4,7.24,9.66
15.03.2020 07:45,18.6,0,7.66,9.7
15.03.2020 08:00,16.2,8,8.07,9.74
15.03.2020 08:15,18.93,12,8.49,9.78
15.03.2020 08:30,13.73,12,8.92,9.82
15.03.2020 08:45,12.47,8,9.36,9.87
15.03.2020 09:00,5.47,8,9.81,9.91
15.03.2020 09:15,18.27,4,10.25,9.95
15.03.2020 09:30,6.07,8,10.63,9.99
15.03.2020 09:45,6.53,8,10.96,10.03
15.03.2020 10:00,4.93,8,11.28,10.07
15.03.2020 10:15,0.47,4,11.61,10.11
15.03.2020 10:30,0.2,8,11.89,10.15
15.03.2020 10:45,2.87,0,12.12,10.19
15.03.2020 11:00,5.93,8,12.36,10.24
15.03.2020 11:15,0.73,8,12.6,10.28
15.03.2020 11:30,1.67,16,12.78,10.32
15.03.2020 11:45,4.4,12,12.9,10.36
15.03.2020 12:00,2.6,8,13.03,10.4
15.03.2020 12:15,4.07,12,13.16,10.44
15.03.2020 12:30,4.27,8,13.2,10.48
15.03.2020 12:45,8.67,8,13.16,10.52
15.03.2020 13:00,7.13,4,13.11,10.56
15.03.2020 13:15,6.27,4,13.07,10.6
15.03.2020 13:30,5.8,4,13.01,10.64
15.03.2020 13:45,2.13,4,12.93,10.68
15.03.2020 14:00,1.4,0,12.84,10.72
15.03.2020 14:15,3,0,12.76,10.77
15.03.2020 14:30,1.67,0,12.65,10.81
15.03.2020 14:45,4.67,0,12.5,10.85
15.03.2020 15:00,6.67,0,12.35,10.89
15.03.2020 15:15,1.67,0,12.2,10.93
15.03.2020 15:30,2.33,0,12,10.97
15.03.2020 15:45,3.33,0,11.76,11.01
15.03.2020 16:00,0.67,0,11.51,11.05
15.03.2020 16:15,3.07,0,11.26,11.09
15.03.2020 16:30,1.4,4,11.02,11.12
15.03.2020 16:45,3.13,8,10.8,11.16
15.03.2020 17:00,6.33,0,10.58,11.2
15.03.2020 17:15,2,8,10.35,11.24
15.03.2020 17:30,6,4,10.2,11.28
15.03.2020 17:45,1,0,10.12,11.32
15.03.2020 18:00,3.07,12,10.04,11.36
15.03.2020 18:15,1.67,8,9.96,11.4
15.03.2020 18:30,3,12,9.89,11.44
15.03.2020 18:45,5.13,12,9.83,11.47
15.03.2020 19:00,2.8,12,9.77,11.51
15.03.2020 19:15,2.67,12,9.72,11.55
15.03.2020 19:30,16.33,12,9.66,11.59
15.03.2020 19:45,10.67,12,9.6,11.63
15.03.2020 20:00,7.33,4,9.55,11.66
15.03.2020 20:15,0,12,9.49,11.7
15.03.2020 20:30,2.13,12,9.44,11.74
15.03.2020 20:45,0.67,8,9.38,11.77
15.03.2020 21:00,2,4,9.33,11.81
15.03.2020 21:15,12.4,4,9.27,11.85
15.03.2020 21:30,2.47,4,9.2,11.88
15.03.2020 21:45,0,4,9.11,11.92
15.03.2020 22:00,0,4,9.02,11.96
15.03.2020 22:15,0,0,8.94,11.99
15.03.2020 22:30,0,0,8.84,12.03
15.03.2020 22:45,0,0,8.72,12.06
15.03.2020 23:00,0,0,8.6,12.1
15.03.2020 23:15,0,0,8.48,12.13
15.03.2020 23:30,0,0,8.35,12.17
15.03.2020 23:45,0,0,8.21,12.2
16.03.2020 00:00,0,0,8.06,12.24
16.03.2020 00:15,0,0,7.92,12.27
16.03.2020 00:30,0.33,0,7.78,12.3
16.03.2020 00:45,0,0,7.66,12.34
16.03.2020 01:00,0,0,7.54,12.37
16.03.2020 01:15,0,0,7.42,12.4
16.03.2020 01:30,0,0,7.3,12.44
16.03.2020 01:45,0,0,7.19,12.47
16.03.2020 02:00,0,0,7.07,12.5
16.03.2020 02:15,0,0,6.96,12.53
16.03.2020 02:30,0,0,6.85,12.56
16.03.2020 02:45,0,0,6.75,12.6
16.03.2020 03:00,0,0,6.65,12.63
16.03.2020 03:15,0,0,6.56,12.66
16.03.2020 03:30,0,0,6.45,12.69
16.03.2020 03:45,0,0,6.34,12.72
16.03.2020 04:00,0,0,6.23,12.75
16.03.2020 04:15,2,0,6.11,12.78
16.03.2020 04:30,3,0,6.03,12.81
16.03.2020 04:45,1,0,5.98,12.84
16.03.2020 05:00,5.67,0,5.93,12.87
16.03.2020 05:15,10.33,0,5.87,12.89
16.03.2020 05:30,4.53,0,5.93,12.92
16.03.2020 05:45,11.8,0,6.09,12.95
16.03.2020 06:00,6.73,16,6.25,12.98
16.03.2020 06:15,18.67,16,6.41,13.01
16.03.2020 06:30,24.2,12,6.63,13.03
16.03.2020 06:45,19.27,8,6.91,13.06
16.03.2020 07:00,17.27,4,7.19,13.09
16.03.2020 07:15,15.73,4,7.47,13.11
16.03.2020 07:30,12.33,4,7.8,13.14
16.03.2020 07:45,13.87,8,8.18,13.16
16.03.2020 08:00,10.87,4,8.56,13.19
16.03.2020 08:15,6.2,4,8.94,13.21
16.03.2020 08:30,5.53,0,9.31,13.24
16.03.2020 08:45,7.07,4,9.66,13.26
16.03.2020 09:00,1.8,8,10.02,13.28
16.03.2020 09:15,2.67,4,10.38,13.31
16.03.2020 09:30,0.13,0,10.69,13.33
16.03.2020 09:45,0.33,0,10.95,13.35
16.03.2020 10:00,0.07,0,11.2,13.37
16.03.2020 10:15,2.13,0,11.45,13.4
16.03.2020 10:30,2.73,8,11.66,13.42
16.03.2020 10:45,4,12,11.83,13.44
16.03.2020 11:00,0,8,12,13.46
16.03.2020 11:15,0,4,12.17,13.48
16.03.2020 11:30,0,4,12.3,13.5
16.03.2020 11:45,1,4,12.39,13.52
16.03.2020 12:00,0,4,12.47,13.54
16.03.2020 12:15,0,4,12.56,13.56
16.03.2020 12:30,5.67,0,12.61,13.58
16.03.2020 12:45,2,0,12.61,13.6
16.03.2020 13:00,0.67,0,12.61,13.61
16.03.2020 13:15,4.33,0,12.62,13.63
16.03.2020 13:30,1.07,4,12.58,13.65
16.03.2020 13:45,3,4,12.49,13.66
16.03.2020 14:00,9.67,4,12.41,13.68
16.03.2020 14:15,3.13,0,12.32,13.7
16.03.2020 14:30,0,0,12.18,13.71
16.03.2020 14:45,2,0,11.99,13.73
16.03.2020 15:00,1.67,0,11.81,13.74
16.03.2020 15:15,0.33,0,11.62,13.76
16.03.2020 15:30,4.13,4,11.3,13.77
16.03.2020 15:45,0,8,10.85,13.78
16.03.2020 16:00,0.07,0,10.4,13.8
16.03.2020 16:15,0,4,9.96,13.81
16.03.2020 16:30,1,8,9.4,13.82
16.03.2020 16:45,1,0,8.73,13.83
16.03.2020 17:00,5.47,4,8.06,13.85
16.03.2020 17:15,7.33,4,7.39,13.86
16.03.2020 17:30,9,0,6.94,13.87
16.03.2020 17:45,5,0,6.7,13.88
16.03.2020 18:00,1,0,6.46,13.89
16.03.2020 18:15,5.6,0,6.22,13.9
16.03.2020 18:30,0.33,8,6.04,13.91
16.03.2020 18:45,5,4,5.9,13.91
16.03.2020 19:00,1.67,12,5.76,13.92
16.03.2020 19:15,0.13,12,5.63,13.93
16.03.2020 19:30,4.47,16,5.55,13.94
16.03.2020 19:45,14.07,12,5.53,13.95
16.03.2020 20:00,5.4,8,5.51,13.95
16.03.2020 20:15,3,8,5.49,13.96
16.03.2020 20:30,5,16,5.49,13.96
16.03.2020 20:45,1.33,8,5.52,13.97
16.03.2020 21:00,0.47,8,5.55,13.97
16.03.2020 21:15,0.33,16,5.57,13.98
16.03.2020 21:30,3.13,8,5.54,13.98
16.03.2020 21:45,1,4,5.44,13.99
16.03.2020 22:00,0,4,5.34,13.99
16.03.2020 22:15,0.87,4,5.23,13.99
16.03.2020 22:30,0.07,0,5.08,13.99
16.03.2020 22:45,0.33,0,4.87,14
16.03.2020 23:00,0,0,4.67,14
16.03.2020 23:15,0,0,4.46,14
16.03.2020 23:30,0,0,4.22,14
16.03.2020 23:45,0,0,3.96,14
17.03.2020 00:00,0,0,3.69,14
17.03.2020 00:15,0,0,3.43,14
17.03.2020 00:30,0,0,3.17,14
17.03.2020 00:45,0,0,2.93,14
17.03.2020 01:00,0,0,2.69,14
17.03.2020 01:15,0,0,2.44,13.99
17.03.2020 01:30,0,0,2.24,13.99
17.03.2020 01:45,0,0,2.08,13.99
17.03.2020 02:00,0.33,0,1.91,13.98
17.03.2020 02:15,0,0,1.75,13.98
17.03.2020 02:30,0,0,1.6,13.98
17.03.2020 02:45,0,0,1.46,13.97
17.03.2020 03:00,0,0,1.32,13.97
17.03.2020 03:15,0,0,1.18,13.96
17.03.2020 03:30,0,0,1.16,13.95
17.03.2020 03:45,2,0,1.24,13.95
17.03.2020 04:00,1.67,0,1.32,13.94
17.03.2020 04:15,1.67,0,1.4,13.93
17.03.2020 04:30,2.67,0,1.55,13.93
17.03.2020 04:45,2,0,1.76,13.92
17.03.2020 05:00,2,0,1.97,13.91
17.03.2020 05:15,5.13,0,2.18,13.9
17.03.2020 05:30,7.67,0,2.41,13.89
17.03.2020 05:45,13.13,0,2.64,13.88
17.03.2020 06:00,15.13,4,2.88,13.87
17.03.2020 06:15,22.73,8,3.11,13.86
17.03.2020 06:30,19.6,12,3.37,13.85
17.03.2020 06:45,24.4,12,3.65,13.84
17.03.2020 07:00,17.93,8,3.93,13.83
17.03.2020 07:15,12.93,4,4.21,13.81
17.03.2020 07:30,15.27,8,4.6,13.8
17.03.2020 07:45,9,12,5.08,13.79
17.03.2020 08:00,11.47,4,5.57,13.77
17.03.2020 08:15,8.67,4,6.05,13.76
17.03.2020 08:30,6.4,4,6.6,13.75
17.03.2020 08:45,6.33,0,7.21,13.73
17.03.2020 09:00,4.07,0,7.82,13.72
17.03.2020 09:15,1.07,4,8.44,13.7
17.03.2020 09:30,2,0,9,13.69
17.03.2020 09:45,2.67,4,9.5,13.67
17.03.2020 10:00,0.07,0,10.01,13.65
17.03.2020 10:15,1.33,0,10.52,13.64
17.03.2020 10:30,3.53,0,10.91,13.62
17.03.2020 10:45,3.47,4,11.19,13.6
17.03.2020 11:00,1.6,0,11.47,13.58
17.03.2020 11:15,2,0,11.75,13.56
17.03.2020 11:30,0.07,4,11.96,13.55
17.03.2020 11:45,0.67,8,12.1,13.53
17.03.2020 12:00,0.4,12,12.23,13.51
17.03.2020 12:15,0,16,12.37,13.49
17.03.2020 12:30,2.07,12,12.47,13.47
17.03.2020 12:45,2.47,12,12.53,13.45
17.03.2020 13:00,1.67,8,12.59,13.42
17.03.2020 13:15,5.67,8,12.64,13.4
17.03.2020 13:30,3.93,0,12.64,13.38
17.03.2020 13:45,8.13,8,12.57,13.36
17.03.2020 14:00,0.27,8,12.49,13.34
17.03.2020 14:15,1.73,0,12.42,13.31
17.03.2020 14:30,4.27,4,12.27,13.29
17.03.2020 14:45,9,4,12.04,13.27
17.03.2020 15:00,5.8,4,11.8,13.24
17.03.2020 15:15,1,0,11.57,13.22
17.03.2020 15:30,4,8,11.27,13.19
17.03.2020 15:45,3.33,4,10.89,13.17
17.03.2020 16:00,0.8,0,10.51,13.14
17.03.2020 16:15,2.33,0,10.14,13.12
17.03.2020 16:30,1.47,0,9.79,13.09
17.03.2020 16:45,0,0,9.46,13.07
17.03.2020 17:00,2.67,4,9.13,13.04
17.03.2020 17:15,4.33,0,8.8,13.01
17.03.2020 17:30,1,0,8.51,12.99
17.03.2020 17:45,0,0,8.28,12.96
17.03.2020 18:00,2.67,0,8.05,12.93
17.03.2020 18:15,13.47,4,7.82,12.9
17.03.2020 18:30,3.67,16,7.63,12.87
17.03.2020 18:45,9.47,20,7.48,12.85
17.03.2020 19:00,8.13,20,7.34,12.82
17.03.2020 19:15,1.27,20,7.2,12.79
17.03.2020 19:30,2.33,16,7.06,12.76
17.03.2020 19:45,8,16,6.93,12.73
17.03.2020 20:00,2.67,12,6.8,12.7
17.03.2020 20:15,2.33,8,6.67,12.67
17.03.2020 20:30,0,8,6.54,12.64
17.03.2020 20:45,1,8,6.41,12.61
17.03.2020 21:00,5.47,12,6.29,12.57
17.03.2020 21:15,3,12,6.16,12.54
17.03.2020 21:30,3,8,6.04,12.51
17.03.2020 21:45,2.33,8,5.92,12.48
17.03.2020 22:00,1.67,4,5.79,12.45
17.03.2020 22:15,0,8,5.67,12.41
17.03.2020 22:30,0.13,4,5.61,12.38
17.03.2020 22:45,0,4,5.61,12.35
17.03.2020 23:00,0,4,5.61,12.31
17.03.2020 23:15,0,0,5.61,12.28
17.03.2020 23:30,0,0,5.59,12.25
17.03.2020 23:45,0,0,5.54,12.21
18.03.2020 00:00,0,0,5.5,12.18
18.03.2020 00:15,0,0,5.45,12.14
18.03.2020 00:30,0,0,5.36,12.11
18.03.2020 00:45,0.33,0,5.22,12.07
18.03.2020 01:00,0,0,5.08,12.04
18.03.2020 01:15,0,0,4.94,12
18.03.2020 01:30,0,0,4.8,11.97
18.03.2020 01:45,0,0,4.67,11.93
18.03.2020 02:00,0,0,4.53,11.9
18.03.2020 02:15,0,0,4.4,11.86
18.03.2020 02:30,0,0,4.29,11.82
18.03.2020 02:45,0,0,4.2,11.79
18.03.2020 03:00,0.67,0,4.11,11.75
18.03.2020 03:15,0,0,4.03,11.71
18.03.2020 03:30,2,0,3.96,11.67
18.03.2020 03:45,0.33,0,3.9,11.64
18.03.2020 04:00,0.33,0,3.85,11.6
18.03.2020 04:15,4,0,3.79,11.56
18.03.2020 04:30,0,0,3.75,11.52
18.03.2020 04:45,0,0,3.72,11.49
18.03.2020 05:00,3.33,0,3.69,11.45
18.03.2020 05:15,8.33,0,3.67,11.41
18.03.2020 05:30,3.93,0,3.77,11.37
18.03.2020 05:45,3.8,0,4,11.33
18.03.2020 06:00,14.6,4,4.23,11.29
18.03.2020 06:15,12.6,12,4.46,11.25
18.03.2020 06:30,10.33,8,4.8,11.22
18.03.2020 06:45,11.47,8,5.24,11.18
18.03.2020 07:00,13.2,8,5.68,11.14
18.03.2020 07:15,8.73,8,6.12,11.1
18.03.2020 07:30,21.13,12,6.6,11.06
18.03.2020 07:45,23.6,12,7.1,11.02
18.03.2020 08:00,19.27,8,7.61,10.98
18.03.2020 08:15,7.8,4,8.12,10.94
18.03.2020 08:30,10.4,4,8.59,10.9
18.03.2020 08:45,13.87,4,9.01,10.86
18.03.2020 09:00,2.87,8,9.43,10.82
18.03.2020 09:15,0.2,4,9.85,10.78
18.03.2020 09:30,0.33,4,10.17,10.74
18.03.2020 09:45,1.93,0,10.4,10.7
18.03.2020 10:00,2.13,0,10.63,10.66
18.03.2020 10:15,0.13,0,10.85,10.62
18.03.2020 10:30,0,0,11.01,10.58
18.03.2020 10:45,1.47,0,11.09,10.53
18.03.2020 11:00,4,4,11.17,10.49
18.03.2020 11:15,0,4,11.25,10.45
18.03.2020 11:30,0,8,11.29,10.41
18.03.2020 11:45,3,12,11.3,10.37
18.03.2020 12:00,1,4,11.3,10.33
18.03.2020 12:15,0,8,11.31,10.29
18.03.2020 12:30,0.67,8,11.29,10.25
18.03.2020 12:45,4.33,8,11.24,10.21
18.03.2020 13:00,0.33,8,11.19,10.17
18.03.2020 13:15,2,8,11.14,10.13
18.03.2020 13:30,9.47,8,11.1,10.08
18.03.2020 13:45,8,8,11.06,10.04
18.03.2020 14:00,2.47,12,11.03,10
18.03.2020 14:15,0,8,10.99,9.96
18.03.2020 14:30,0.33,4,10.94,9.92
18.03.2020 14:45,2,8,10.87,9.88
18.03.2020 15:00,5,4,10.81,9.84
18.03.2020 15:15,2.33,8,10.75,9.8
18.03.2020 15:30,3.6,8,10.67,9.76
18.03.2020 15:45,2.47,8,10.57,9.71
18.03.2020 16:00,0.33,8,10.48,9.67
18.03.2020 16:15,4.8,4,10.39,9.63
18.03.2020 16:30,4,8,10.29,9.59
18.03.2020 16:45,4,0,10.2,9.55
18.03.2020 17:00,2.67,0,10.11,9.51
18.03.2020 17:15,1.93,0,10.01,9.47
18.03.2020 17:30,6,0,9.94,9.43
18.03.2020 17:45,6.67,0,9.88,9.39
18.03.2020 18:00,4.67,4,9.81,9.35
18.03.2020 18:15,5.07,4,9.75,9.31
18.03.2020 18:30,3.47,12,9.69,9.27
18.03.2020 18:45,2,12,9.62,9.23
18.03.2020 19:00,1,8,9.55,9.19
18.03.2020 19:15,0.33,16,9.48,9.15
18.03.2020 19:30,1.67,12,9.4,9.11
18.03.2020 19:45,11.33,12,9.31,9.07
18.03.2020 20:00,10.93,8,9.22,9.03
18.03.2020 20:15,4.8,8,9.12,8.99
18.03.2020 20:30,4.67,4,9.02,8.95
18.03.2020 20:45,3.07,4,8.91,8.91
18.03.2020 21:00,10.33,4,8.79,8.87
18.03.2020 21:15,1.13,4,8.68,8.83
18.03.2020 21:30,6.8,0,8.57,8.79
18.03.2020 21:45,2.33,0,8.47,8.75
18.03.2020 22:00,2,4,8.38,8.71
18.03.2020 22:15,0,4,8.28,8.67
18.03.2020 22:30,0,0,8.2,8.63
18.03.2020 22:45,0,0,8.14,8.59
18.03.2020 23:00,0,0,8.08,8.56
18.03.2020 23:15,0,0,8.02,8.52
18.03.2020 23:30,0,0,7.95,8.48
18.03.2020 23:45,0,0,7.88,8.44
19.03.2020 00:00,0,0,7.81,8.4
19.03.2020 00:15,0,0,7.73,8.37
19.03.2020 00:30,0.33,0,7.65,8.33
19.03.2020 00:45,0,0,7.55,8.29
19.03.2020 01:00,0,0,7.45,8.25
19.03.2020 01:15,0,0,7.36,8.22
19.03.2020 01:30,0,0,7.26,8.18
19.03.2020 01:45,0,0,7.16,8.14
19.03.2020 02:00,0,0,7.07,8.11
19.03.2020 02:15,0,0,6.97,8.07
19.03.2020 02:30,0,0,6.87,8.04
19.03.2020 02:45,0,0,6.77,8
19.03.2020 03:00,0,0,6.67,7.96
19.03.2020 03:15,0,0,6.57,7.93
19.03.2020 03:30,2,0,6.48,7.89
19.03.2020 03:45,0.67,0,6.38,7.86
19.03.2020 04:00,0,0,6.29,7.83
19.03.2020 04:15,0,0,6.2,7.79
19.03.2020 04:30,2,0,6.1,7.76
19.03.2020 04:45,0,0,6,7.72
19.03.2020 05:00,4.67,0,5.9,7.69
19.03.2020 05:15,6.13,0,5.8,7.66
19.03.2020 05:30,7,0,5.79,7.62
19.03.2020 05:45,6.47,0,5.88,7.59
19.03.2020 06:00,8.13,0,5.96,7.56
19.03.2020 06:15,12.93,4,6.05,7.52
19.03.2020 06:30,17.6,12,6.18,7.49
19.03.2020 06:45,15.93,12,6.35,7.46
19.03.2020 07:00,13.93,12,6.52,7.43
19.03.2020 07:15,23.13,8,6.69,7.4
19.03.2020 07:30,16.67,4,6.9,7.37
19.03.2020 07:45,18.47,0,7.16,7.34
19.03.2020 08:00,25.8,4,7.41,7.3
19.03.2020 08:15,6.47,4,7.66,7.27
19.03.2020 08:30,3.07,4,7.93,7.24
19.03.2020 08:45,4.8,4,8.2,7.22
19.03.2020 09:00,0.33,0,8.47,7.19
19.03.2020 09:15,0,0,8.75,7.16
19.03.2020 09:30,1.33,0,9.01,7.13
19.03.2020 09:45,0.07,0,9.27,7.1
19.03.2020 10:00,0.73,0,9.53,7.07
19.03.2020 10:15,4.4,0,9.78,7.04
19.03.2020 10:30,0.07,0,9.99,7.02
19.03.2020 10:45,0.07,0,10.16,6.99
19.03.2020 11:00,0.2,4,10.33,6.96
19.03.2020 11:15,0,8,10.5,6.94
19.03.2020 11:30,0.27,8,10.63,6.91
19.03.2020 11:45,4.4,8,10.71,6.88
19.03.2020 12:00,0.6,8,10.8,6.86
19.03.2020 12:15,1,8,10.88,6.83
19.03.2020 12:30,2,8,10.93,6.81
19.03.2020 12:45,1.07,8,10.96,6.78
19.03.2020 13:00,1.67,4,10.98,6.76
19.03.2020 13:15,1.6,0,11,6.73
19.03.2020 13:30,5.13,0,10.98,6.71
19.03.2020 13:45,6.8,0,10.92,6.69
19.03.2020 14:00,9.67,0,10.85,6.67
19.03.2020 14:15,7.13,4,10.79,6.64
19.03.2020 14:30,3.07,8,10.67,6.62
19.03.2020 14:45,2.33,4,10.5,6.6
19.03.2020 15:00,1.33,12,10.32,6.58
19.03.2020 15:15,3.33,12,10.15,6.56
19.03.2020 15:30,0.33,8,9.91,6.54
19.03.2020 15:45,3,8,9.61,6.51
19.03.2020 16:00,0.07,4,9.3,6.49
19.03.2020 16:15,0,8,8.99,6.48
19.03.2020 16:30,3.73,0,8.59,6.46
19.03.2020 16:45,1,0,8.09,6.44
19.03.2020 17:00,0,0,7.59,6.42
19.03.2020 17:15,5.33,0,7.09,6.4
19.03.2020 17:30,3,0,6.74,6.38
19.03.2020 17:45,5,4,6.55,6.37
19.03.2020 18:00,4.47,8,6.35,6.35
19.03.2020 18:15,3,8,6.15,6.33
19.03.2020 18:30,0,16,5.99,6.32
19.03.2020 18:45,2.67,16,5.87,6.3
19.03.2020 19:00,5.93,16,5.75,6.28
19.03.2020 19:15,11.47,20,5.62,6.27
19.03.2020 19:30,9.4,12,5.52,6.25
19.03.2020 19:45,6,16,5.42,6.24
19.03.2020 20:00,1.67,8,5.33,6.23
19.03.2020 20:15,0.07,8,5.24,6.21
19.03.2020 20:30,3.33,12,5.16,6.2
19.03.2020 20:45,7.07,8,5.1,6.19
19.03.2020 21:00,2.33,12,5.04,6.18
19.03.2020 21:15,2,8,4.98,6.16
19.03.2020 21:30,2.67,0,4.92,6.15
19.03.2020 21:45,2.07,8,4.87,6.14
19.03.2020 22:00,0.33,4,4.82,6.13
19.03.2020 22:15,0,0,4.77,6.12
19.03.2020 22:30,0,0,4.72,6.11
19.03.2020 22:45,0,0,4.67,6.1
19.03.2020 23:00,0.33,0,4.62,6.09
19.03.2020 23:15,0,0,4.57,6.08
19.03.2020 23:30,0,0,4.52,6.08
19.03.2020 23:45,0,0,4.46,6.07
20.03.2020 00:00,0,0,4.41,6.06
20.03.2020 00:15,0,0,4.35,6.05
20.03.2020 00:30,0,0,4.3,6.05
20.03.2020 00:45,0,0,4.25,6.04
20.03.2020 01:00,0,0,4.2,6.04
20.03.2020 01:15,0,0,4.16,6.03
20.03.2020 01:30,0,0,4.12,6.03
20.03.2020 01:45,0,0,4.09,6.02
20.03.2020 02:00,0,0,4.07,6.02
20.03.2020 02:15,0,0,4.04,6.01
20.03.2020 02:30,0,0,4.02,6.01
20.03.2020 02:45,0,0,4,6.01
20.03.2020 03:00,0,0,3.98,6.01
20.03.2020 03:15,0,0,3.96,6
20.03.2020 03:30,0,0,3.96,6
20.03.2020 03:45,2.33,0,3.97,6
20.03.2020 04:00,2.67,0,3.98,6
20.03.2020 04:15,0,0,3.99,6
20.03.2020 04:30,1.67,0,3.99,6
20.03.2020 04:45,1,0,4,6
20.03.2020 05:00,4.33,0,4.01,6
20.03.2020 05:15,2.33,0,4.02,6
20.03.2020 05:30,18.33,0,4.1,6.01
20.03.2020 05:45,23.4,0,4.26,6.01
20.03.2020 06:00,8.73,8,4.41,6.01
20.03.2020 06:15,12.13,12,4.57,6.01
20.03.2020 06:30,10.4,8,4.76,6.02
20.03.2020 06:45,6.53,12,4.99,6.02
20.03.2020 07:00,10.73,8,5.21,6.03
20.03.2020 07:15,18.93,8,5.44,6.03
20.03.2020 07:30,23.33,4,5.68,6.04
20.03.2020 07:45,14.87,4,5.93,6.04
20.03.2020 08:00,6.8,4,6.18,6.05
20.03.2020 08:15,10.07,4,6.43,6.05
20.03.2020 08:30,13.27,8,6.66,6.06
20.03.2020 08:45,5.27,8,6.86,6.07
20.03.2020 09:00,6.27,4,7.07,6.08
20.03.2020 09:15,1.73,4,7.27,6.08
20.03.2020 09:30,0,0,7.46,6.09
20.03.2020 09:45,1.07,0,7.61,6.1
20.03.2020 10:00,0,0,7.77,6.11
20.03.2020 10:15,0.07,0,7.93,6.12
20.03.2020 10:30,0.67,0,8.05,6.13
20.03.2020 10:45,1.73,4,8.15,6.14
20.03.2020 11:00,0.67,8,8.25,6.15
20.03.2020 11:15,0,8,8.35,6.17
20.03.2020 11:30,2.67,4,8.42,6.18
20.03.2020 11:45,4.33,12,8.44,6.19
20.03.2020 12:00,2.47,8,8.47,6.2
20.03.2020 12:15,2.2,8,8.49,6.22
20.03.2020 12:30,3.33,4,8.49,6.23
20.03.2020 12:45,3.33,0,8.45,6.24
20.03.2020 13:00,1.33,4,8.42,6.26
20.03.2020 13:15,2.47,4,8.38,6.27
