HEATLOAD
Time,DHW Demand [L],SH Demand [kW],T_amb,dhw_in_T
06.01.2020 23:30,0,0,0.43,13.99
06.01.2020 23:45,0,0,0.52,13.99
07.01.2020 00:00,0,0,0.62,13.99
07.01.2020 00:15,0,0,0.71,13.98
07.01.2020 00:30,0,0,0.84,13.98
07.01.2020 00:45,0,0,1.01,13.97
07.01.2020 01:00,0,0,1.18,13.97
07.01.2020 01:15,0,0,1.35,13.96
07.01.2020 01:30,0,0,1.55,13.96
07.01.2020 01:45,0,0,1.8,13.95
07.01.2020 02:00,0,0,2.04,13.95
07.01.2020 02:15,0,0,2.29,13.94
07.01.2020 02:30,0,0,2.52,13.93
07.01.2020 02:45,0,0,2.73,13.92
07.01.2020 03:00,0,0,2.95,13.92
07.01.2020 03:15,0,0,3.17,13.91
07.01.2020 03:30,1,0,3.38,13.9
07.01.2020 03:45,0.33,0,3.58,13.89
07.01.2020 04:00,0,0,3.79,13.88
07.01.2020 04:15,1,0,3.99,13.87
07.01.2020 04:30,3,0,4.22,13.86
07.01.2020 04:45,1.33,0,4.46,13.85
07.01.2020 05:00,6.33,0,4.71,13.84
07.01.2020 05:15,0,0,4.95,13.82
07.01.2020 05:30,8.53,0,5.14,13.81
07.01.2020 05:45,13.93,8,5.28,13.8
07.01.2020 06:00,24.8,16,5.41,13.79
07.01.2020 06:15,28.4,12,5.55,13.77
07.01.2020 06:30,18,16,5.59,13.76
07.01.2020 06:45,21.13,8,5.55,13.74
07.01.2020 07:00,16.93,8,5.5,13.73
07.01.2020 07:15,17.6,12,5.45,13.71
07.01.2020 07:30,21.73,12,5.41,13.7
07.01.2020 07:45,12.67,12,5.38,13.68
07.01.2020 08:00,10.53,8,5.34,13.67
07.01.2020 08:15,12.6,12,5.31,13.65
07.01.2020 08:30,8.53,8,5.32,13.63
07.01.2020 08:45,9.73,4,5.37,13.62
07.01.2020 09:00,6.93,4,5.42,13.6
07.01.2020 09:15,1.53,4,5.48,13.58
07.01.2020 09:30,4.87,8,5.54,13.56
07.01.2020 09:45,4.87,0,5.61,13.54
07.01.2020 10:00,2.4,0,5.69,13.52
07.01.2020 10:15,0.13,4,5.76,13.5
07.01.2020 10:30,0.33,4,5.84,13.48
07.01.2020 10:45,2,4,5.93,13.46
07.01.2020 11:00,1.93,0,6.02,13.44
07.01.2020 11:15,0.67,0,6.11,13.42
07.01.2020 11:30,1.13,0,6.18,13.4
07.01.2020 11:45,2,0,6.22,13.38
07.01.2020 12:00,3.53,0,6.26,13.36
07.01.2020 12:15,0.07,0,6.3,13.33
07.01.2020 12:30,2,0,6.29,13.31
07.01.2020 12:45,3.67,4,6.22,13.29
07.01.2020 13:00,5.13,4,6.15,13.26
07.01.2020 13:15,3.67,0,6.09,13.24
07.01.2020 13:30,0.47,0,5.96,13.21
07.01.2020 13:45,2,4,5.77,13.19
07.01.2020 14:00,0.33,0,5.58,13.16
07.01.2020 14:15,0.33,4,5.4,13.14
07.01.2020 14:30,3.6,4,5.23,13.11
07.01.2020 14:45,0.13,0,5.09,13.09
07.01.2020 15:00,1,0,4.94,13.06
07.01.2020 15:15,0,0,4.8,13.04
07.01.2020 15:30,2,0,4.71,13.01
07.01.2020 15:45,4.33,4,4.68,12.98
07.01.2020 16:00,1.47,4,4.65,12.95
07.01.2020 16:15,4.33,4,4.62,12.93
07.01.2020 16:30,3.67,8,4.63,12.9
07.01.2020 16:45,8.33,4,4.67,12.87
07.01.2020 17:00,6,4,4.72,12.84
07.01.2020 17:15,4,4,4.76,12.81
07.01.2020 17:30,4,4,4.84,12.78
07.01.2020 17:45,2.67,4,4.94,12.75
07.01.2020 18:00,8.67,8,5.04,12.72
07.01.2020 18:15,2.67,12,5.14,12.69
07.01.2020 18:30,8.73,12,5.25,12.66
07.01.2020 18:45,5.13,16,5.37,12.63
07.01.2020 19:00,4.53,16,5.49,12.6
07.01.2020 19:15,2.67,16,5.61,12.57
07.01.2020 19:30,0.33,12,5.7,12.54
07.01.2020 19:45,4.73,12,5.75,12.5
07.01.2020 20:00,5.6,12,5.81,12.47
07.01.2020 20:15,1.93,8,5.86,12.44
07.01.2020 20:30,8.07,8,5.89,12.41
07.01.2020 20:45,4,8,5.9,12.37
07.01.2020 21:00,0,8,5.9,12.34
07.01.2020 21:15,0,8,5.91,12.31
07.01.2020 21:30,1.33,8,5.88,12.27
07.01.2020 21:45,1.67,8,5.83,12.24
07.01.2020 22:00,0.87,8,5.77,12.21
07.01.2020 22:15,0.13,8,5.72,12.17
07.01.2020 22:30,0,0,5.66,12.14
07.01.2020 22:45,0,0,5.6,12.1
07.01.2020 23:00,0,0,5.53,12.07
07.01.2020 23:15,0,0,5.47,12.03
07.01.2020 23:30,0,0,5.44,12
07.01.2020 23:45,0,0,5.45,11.96
08.01.2020 00:00,0,0,5.46,11.92
08.01.2020 00:15,0,0,5.48,11.89
08.01.2020 00:30,0,0,5.52,11.85
08.01.2020 00:45,0,0,5.59,11.82
08.01.2020 01:00,0,0,5.66,11.78
08.01.2020 01:15,0,0,5.73,11.74
08.01.2020 01:30,0,0,5.8,11.7
08.01.2020 01:45,0,0,5.87,11.67
08.01.2020 02:00,0,0,5.94,11.63
08.01.2020 02:15,0,0,6.02,11.59
08.01.2020 02:30,0,0,6.08,11.55
08.01.2020 02:45,0,0,6.15,11.52
08.01.2020 03:00,0,0,6.22,11.48
08.01.2020 03:15,1,0,6.29,11.44
08.01.2020 03:30,2,0,6.37,11.4
08.01.2020 03:45,0.33,0,6.45,11.36
08.01.2020 04:00,1,0,6.52,11.32
08.01.2020 04:15,0,0,6.6,11.29
08.01.2020 04:30,0,0,6.68,11.25
08.01.2020 04:45,0,0,6.75,11.21
08.01.2020 05:00,3,0,6.83,11.17
08.01.2020 05:15,0.67,0,6.9,11.13
08.01.2020 05:30,4.47,0,6.97,11.09
08.01.2020 05:45,13.2,0,7.02,11.05
08.01.2020 06:00,18.93,8,7.08,11.01
08.01.2020 06:15,30,12,7.14,10.97
08.01.2020 06:30,19,12,7.2,10.93
08.01.2020 06:45,16.33,12,7.26,10.89
08.01.2020 07:00,17.93,12,7.33,10.85
08.01.2020 07:15,16.73,12,7.39,10.81
08.01.2020 07:30,18.27,12,7.46,10.77
08.01.2020 07:45,13.6,8,7.55,10.73
08.01.2020 08:00,9.73,4,7.65,10.69
08.01.2020 08:15,8.53,8,7.74,10.65
08.01.2020 08:30,5.67,8,7.86,10.61
08.01.2020 08:45,3.13,4,8,10.57
08.01.2020 09:00,2.13,4,8.15,10.53
08.01.2020 09:15,7.93,8,8.29,10.49
08.01.2020 09:30,6.67,4,8.45,10.44
08.01.2020 09:45,4.8,4,8.62,10.4
08.01.2020 10:00,4.27,4,8.78,10.36
08.01.2020 10:15,0.13,0,8.95,10.32
08.01.2020 10:30,0.67,0,9.11,10.28
08.01.2020 10:45,0.33,0,9.27,10.24
08.01.2020 11:00,0,0,9.43,10.2
08.01.2020 11:15,2,0,9.6,10.16
08.01.2020 11:30,0,4,9.73,10.12
08.01.2020 11:45,0.33,4,9.83,10.08
08.01.2020 12:00,5.33,0,9.93,10.03
08.01.2020 12:15,4.13,0,10.03,9.99
08.01.2020 12:30,2,4,10.07,9.95
08.01.2020 12:45,0.93,4,10.06,9.91
08.01.2020 13:00,0.07,4,10.06,9.87
08.01.2020 13:15,7.33,4,10.05,9.83
08.01.2020 13:30,5.07,0,9.99,9.79
08.01.2020 13:45,4,8,9.88,9.75
08.01.2020 14:00,3.33,0,9.77,9.71
08.01.2020 14:15,3,8,9.66,9.67
08.01.2020 14:30,3.07,4,9.53,9.62
08.01.2020 14:45,2,0,9.39,9.58
08.01.2020 15:00,4.33,0,9.25,9.54
08.01.2020 15:15,0.67,0,9.11,9.5
08.01.2020 15:30,0.67,4,8.93,9.46
08.01.2020 15:45,3.4,0,8.73,9.42
08.01.2020 16:00,6.33,0,8.53,9.38
08.01.2020 16:15,1.33,0,8.33,9.34
08.01.2020 16:30,8.33,0,8.16,9.3
08.01.2020 16:45,9.33,4,8.02,9.26
08.01.2020 17:00,0.67,4,7.89,9.22
08.01.2020 17:15,3.67,4,7.75,9.18
08.01.2020 17:30,6.67,8,7.61,9.14
08.01.2020 17:45,0.13,8,7.47,9.1
08.01.2020 18:00,6.8,8,7.34,9.06
08.01.2020 18:15,4.33,16,7.2,9.02
08.01.2020 18:30,3.2,16,7.08,8.98
08.01.2020 18:45,6.13,12,6.97,8.94
08.01.2020 19:00,7.47,8,6.87,8.9
08.01.2020 19:15,0.13,16,6.76,8.86
08.01.2020 19:30,3.13,8,6.67,8.82
08.01.2020 19:45,2.33,12,6.58,8.78
08.01.2020 20:00,3,8,6.5,8.74
08.01.2020 20:15,6.8,12,6.42,8.7
08.01.2020 20:30,4.33,8,6.35,8.66
08.01.2020 20:45,3.67,12,6.29,8.63
08.01.2020 21:00,2.67,8,6.23,8.59
08.01.2020 21:15,5.33,4,6.16,8.55
08.01.2020 21:30,0,8,6.11,8.51
08.01.2020 21:45,3.33,4,6.06,8.47
08.01.2020 22:00,0.67,4,6,8.43
08.01.2020 22:15,0.27,8,5.95,8.4
08.01.2020 22:30,0,4,5.9,8.36
08.01.2020 22:45,0,0,5.84,8.32
08.01.2020 23:00,0,0,5.78,8.28
08.01.2020 23:15,0,0,5.72,8.25
08.01.2020 23:30,0,0,5.69,8.21
08.01.2020 23:45,0,0,5.69,8.17
09.01.2020 00:00,0,0,5.68,8.14
09.01.2020 00:15,0,0,5.68,8.1
09.01.2020 00:30,0,0,5.68,8.06
09.01.2020 00:45,0,0,5.68,8.03
09.01.2020 01:00,0,0,5.69,7.99
09.01.2020 01:15,0,0,5.69,7.96
09.01.2020 01:30,0,0,5.71,7.92
09.01.2020 01:45,0,0,5.74,7.89
09.01.2020 02:00,0,0,5.78,7.85
09.01.2020 02:15,0,0,5.81,7.82
09.01.2020 02:30,0,0,5.86,7.78
09.01.2020 02:45,0,0,5.93,7.75
09.01.2020 03:00,0,0,6,7.72
09.01.2020 03:15,0,0,6.06,7.68
09.01.2020 03:30,0,0,6.17,7.65
09.01.2020 03:45,1.67,0,6.31,7.62
09.01.2020 04:00,1,0,6.46,7.58
09.01.2020 04:15,1,0,6.6,7.55
09.01.2020 04:30,0,0,6.75,7.52
09.01.2020 04:45,0.67,0,6.9,7.49
09.01.2020 05:00,4.27,0,7.06,7.45
09.01.2020 05:15,9.13,0,7.21,7.42
09.01.2020 05:30,11.33,4,7.35,7.39
09.01.2020 05:45,4.13,4,7.48,7.36
09.01.2020 06:00,19.73,8,7.61,7.33
09.01.2020 06:15,17,12,7.74,7.3
09.01.2020 06:30,26.47,12,7.85,7.27
09.01.2020 06:45,6.8,8,7.93,7.24
09.01.2020 07:00,24.2,12,8.02,7.21
09.01.2020 07:15,17.47,8,8.11,7.18
09.01.2020 07:30,15.73,8,8.17,7.15
09.01.2020 07:45,19.07,12,8.22,7.12
09.01.2020 08:00,13.33,8,8.27,7.09
09.01.2020 08:15,4.6,8,8.31,7.07
09.01.2020 08:30,3.07,4,8.41,7.04
09.01.2020 08:45,8.07,0,8.56,7.01
09.01.2020 09:00,8.6,0,8.71,6.98
09.01.2020 09:15,6.8,4,8.86,6.96
09.01.2020 09:30,0,0,9,6.93
09.01.2020 09:45,0.8,0,9.14,6.9
09.01.2020 10:00,7,0,9.27,6.88
09.01.2020 10:15,0,0,9.41,6.85
09.01.2020 10:30,0,0,9.54,6.83
09.01.2020 10:45,0.13,0,9.67,6.8
09.01.2020 11:00,0.67,8,9.79,6.78
09.01.2020 11:15,3.13,8,9.91,6.75
09.01.2020 11:30,0.47,12,10.04,6.73
09.01.2020 11:45,2.2,8,10.15,6.71
09.01.2020 12:00,2.67,4,10.27,6.68
09.01.2020 12:15,6.07,4,10.39,6.66
09.01.2020 12:30,4,4,10.48,6.64
09.01.2020 12:45,2.07,4,10.54,6.62
09.01.2020 13:00,0,0,10.6,6.59
09.01.2020 13:15,2,4,10.67,6.57
09.01.2020 13:30,1.07,8,10.71,6.55
09.01.2020 13:45,0.33,8,10.73,6.53
09.01.2020 14:00,5.8,8,10.75,6.51
09.01.2020 14:15,7.8,8,10.77,6.49
09.01.2020 14:30,3.33,4,10.77,6.47
09.01.2020 14:45,1.33,4,10.76,6.45
09.01.2020 15:00,0,8,10.75,6.43
09.01.2020 15:15,4,4,10.74,6.42
09.01.2020 15:30,3.33,0,10.74,6.4
09.01.2020 15:45,1.47,0,10.75,6.38
09.01.2020 16:00,0,0,10.76,6.36
09.01.2020 16:15,2.33,4,10.78,6.35
09.01.2020 16:30,2,4,10.78,6.33
09.01.2020 16:45,5,4,10.77,6.31
09.01.2020 17:00,0.47,0,10.76,6.3
09.01.2020 17:15,1.33,4,10.75,6.28
09.01.2020 17:30,5.67,4,10.74,6.27
09.01.2020 17:45,6,8,10.73,6.25
09.01.2020 18:00,2.47,8,10.73,6.24
09.01.2020 18:15,6.33,12,10.72,6.22
09.01.2020 18:30,7.47,8,10.71,6.21
09.01.2020 18:45,10.33,12,10.7,6.2
09.01.2020 19:00,8,16,10.69,6.19
09.01.2020 19:15,6.8,12,10.68,6.17
09.01.2020 19:30,1.33,16,10.66,6.16
09.01.2020 19:45,3.33,8,10.64,6.15
09.01.2020 20:00,4.87,8,10.61,6.14
09.01.2020 20:15,4,8,10.58,6.13
09.01.2020 20:30,0,8,10.56,6.12
09.01.2020 20:45,1,8,10.53,6.11
09.01.2020 21:00,3.33,8,10.51,6.1
09.01.2020 21:15,6,4,10.48,6.09
09.01.2020 21:30,3.67,4,10.46,6.08
09.01.2020 21:45,1,0,10.42,6.07
09.01.2020 22:00,0,0,10.39,6.07
09.01.2020 22:15,0,0,10.36,6.06
09.01.2020 22:30,0,0,10.32,6.05
09.01.2020 22:45,0,0,10.28,6.05
09.01.2020 23:00,0,0,10.24,6.04
09.01.2020 23:15,0,0,10.2,6.03
09.01.2020 23:30,0,0,10.16,6.03
09.01.2020 23:45,0,0,10.11,6.02
10.01.2020 00:00,0,0,10.06,6.02
10.01.2020 00:15,0,0,10,6.02
10.01.2020 00:30,0,0,9.95,6.01
10.01.2020 00:45,0,0,9.9,6.01
10.01.2020 01:00,0,0,9.85,6.01
10.01.2020 01:15,0,0,9.79,6
10.01.2020 01:30,0,0,9.74,6
10.01.2020 01:45,0,0,9.69,6
10.01.2020 02:00,0,0,9.64,6
10.01.2020 02:15,0,0,9.59,6
10.01.2020 02:30,0,0,9.51,6
10.01.2020 02:45,0,0,9.4,6
10.01.2020 03:00,0,0,9.29,6
10.01.2020 03:15,0,0,9.17,6
10.01.2020 03:30,0,0,9.07,6
10.01.2020 03:45,0,0,8.97,6.01
10.01.2020 04:00,2.33,0,8.87,6.01
10.01.2020 04:15,1,0,8.78,6.01
10.01.2020 04:30,0,0,8.67,6.01
10.01.2020 04:45,0.67,0,8.57,6.02
10.01.2020 05:00,8,0,8.46,6.02
10.01.2020 05:15,12.13,0,8.35,6.03
10.01.2020 05:30,11.67,0,8.26,6.03
10.01.2020 05:45,9,0,8.19,6.04
10.01.2020 06:00,6.13,4,8.13,6.04
10.01.2020 06:15,6.53,12,8.06,6.05
10.01.2020 06:30,15.4,12,8.02,6.06
10.01.2020 06:45,14.93,16,8.01,6.06
10.01.2020 07:00,15.27,12,7.99,6.07
10.01.2020 07:15,22.07,8,7.98,6.08
10.01.2020 07:30,26.27,12,7.97,6.09
10.01.2020 07:45,24.2,16,7.97,6.1
10.01.2020 08:00,11.13,4,7.96,6.1
10.01.2020 08:15,13.67,4,7.95,6.11
10.01.2020 08:30,6.07,4,7.95,6.12
10.01.2020 08:45,6.6,4,7.96,6.13
10.01.2020 09:00,8.47,4,7.97,6.14
10.01.2020 09:15,9.33,4,7.98,6.16
10.01.2020 09:30,5.33,4,7.97,6.17
10.01.2020 09:45,3.33,4,7.95,6.18
10.01.2020 10:00,3.6,4,7.93,6.19
10.01.2020 10:15,0.13,4,7.91,6.2
10.01.2020 10:30,0.07,4,7.88,6.22
10.01.2020 10:45,0.33,8,7.85,6.23
10.01.2020 11:00,0.07,8,7.81,6.25
10.01.2020 11:15,0,8,7.77,6.26
10.01.2020 11:30,3.07,12,7.72,6.27
10.01.2020 11:45,1.6,8,7.64,6.29
10.01.2020 12:00,5.13,8,7.56,6.31
10.01.2020 12:15,6,8,7.48,6.32
10.01.2020 12:30,3,8,7.36,6.34
10.01.2020 12:45,1.13,4,7.21,6.35
10.01.2020 13:00,0,8,7.06,6.37
10.01.2020 13:15,2,0,6.91,6.39
10.01.2020 13:30,0.67,4,6.73,6.41
10.01.2020 13:45,0.67,4,6.52,6.42
10.01.2020 14:00,2.13,4,6.31,6.44
10.01.2020 14:15,3.47,4,6.1,6.46
10.01.2020 14:30,3.33,4,5.88,6.48
10.01.2020 14:45,0,4,5.66,6.5
10.01.2020 15:00,0,4,5.43,6.52
10.01.2020 15:15,2.33,4,5.2,6.54
10.01.2020 15:30,3.67,4,5.06,6.56
10.01.2020 15:45,5.67,4,4.99,6.58
10.01.2020 16:00,0.33,4,4.92,6.61
10.01.2020 16:15,0,4,4.85,6.63
10.01.2020 16:30,5.47,4,4.82,6.65
10.01.2020 16:45,2,4,4.85,6.67
10.01.2020 17:00,0,4,4.88,6.7
10.01.2020 17:15,3.47,4,4.91,6.72
10.01.2020 17:30,6,4,4.93,6.74
10.01.2020 17:45,2,4,4.94,6.77
10.01.2020 18:00,9.73,4,4.95,6.79
10.01.2020 18:15,10.6,12,4.96,6.82
10.01.2020 18:30,7.33,12,4.93,6.84
10.01.2020 18:45,1.2,16,4.88,6.87
10.01.2020 19:00,7,20,4.83,6.89
10.01.2020 19:15,4.33,12,4.78,6.92
10.01.2020 19:30,2.8,16,4.68,6.94
10.01.2020 19:45,0,20,4.54,6.97
10.01.2020 20:00,4.07,16,4.4,7
10.01.2020 20:15,7.13,8,4.26,7.03
10.01.2020 20:30,4.73,12,4.1,7.05
10.01.2020 20:45,1,8,3.92,7.08
10.01.2020 21:00,4.67,8,3.74,7.11
10.01.2020 21:15,6.2,12,3.56,7.14
10.01.2020 21:30,6.47,4,3.4,7.17
10.01.2020 21:45,3.93,8,3.26,7.2
10.01.2020 22:00,0.67,8,3.12,7.22
10.01.2020 22:15,0,8,2.98,7.25
10.01.2020 22:30,0,8,2.85,7.28
10.01.2020 22:45,0,8,2.71,7.31
10.01.2020 23:00,0,4,2.57,7.35
10.01.2020 23:15,0,4,2.44,7.38
10.01.2020 23:30,0,4,2.32,7.41
10.01.2020 23:45,0,0,2.22,7.44
11.01.2020 00:00,0,0,2.11,7.47
11.01.2020 00:15,0,0,2.01,7.5
11.01.2020 00:30,0,0,1.9,7.53
11.01.2020 00:45,0,0,1.78,7.57
11.01.2020 01:00,0,0,1.66,7.6
11.01.2020 01:15,0,0,1.54,7.63
11.01.2020 01:30,0,0,1.46,7.67
11.01.2020 01:45,0,0,1.44,7.7
11.01.2020 02:00,0,0,1.41,7.73
11.01.2020 02:15,0,0,1.38,7.77
11.01.2020 02:30,0,0,1.36,7.8
11.01.2020 02:45,0,0,1.35,7.84
11.01.2020 03:00,0,0,1.33,7.87
11.01.2020 03:15,0,0,1.32,7.91
11.01.2020 03:30,0.67,0,1.36,7.94
11.01.2020 03:45,1,0,1.44,7.98
11.01.2020 04:00,2,0,1.52,8.01
11.01.2020 04:15,0.33,0,1.6,8.05
11.01.2020 04:30,0.33,0,1.64,8.08
11.01.2020 04:45,1,0,1.64,8.12
11.01.2020 05:00,0,4,1.64,8.16
11.01.2020 05:15,6.67,4,1.64,8.19
11.01.2020 05:30,13.33,0,1.61,8.23
11.01.2020 05:45,14.47,0,1.57,8.27
11.01.2020 06:00,10.2,4,1.53,8.3
11.01.2020 06:15,9,8,1.49,8.34
11.01.2020 06:30,13.47,8,1.49,8.38
11.01.2020 06:45,9.87,12,1.55,8.42
11.01.2020 07:00,26.93,8,1.6,8.45
11.01.2020 07:15,28.07,12,1.65,8.49
11.01.2020 07:30,19.27,16,1.71,8.53
11.01.2020 07:45,17.4,16,1.77,8.57
11.01.2020 08:00,20.73,12,1.83,8.61
11.01.2020 08:15,21.73,12,1.89,8.65
11.01.2020 08:30,14.6,12,1.98,8.68
11.01.2020 08:45,7.4,8,2.09,8.72
11.01.2020 09:00,4.6,12,2.21,8.76
11.01.2020 09:15,6.13,16,2.32,8.8
11.01.2020 09:30,4.6,12,2.46,8.84
11.01.2020 09:45,11.2,8,2.63,8.88
11.01.2020 10:00,5,12,2.79,8.92
11.01.2020 10:15,4.33,16,2.95,8.96
11.01.2020 10:30,4.07,16,3.15,9
11.01.2020 10:45,1.33,16,3.38,9.04
11.01.2020 11:00,1.13,16,3.61,9.08
11.01.2020 11:15,2.8,12,3.84,9.12
11.01.2020 11:30,5.47,20,4.07,9.16
11.01.2020 11:45,4.6,12,4.28,9.2
11.01.2020 12:00,1.2,8,4.49,9.24
11.01.2020 12:15,2.4,8,4.7,9.28
11.01.2020 12:30,0.2,4,4.86,9.32
11.01.2020 12:45,0.4,4,4.97,9.36
11.01.2020 13:00,0.8,4,5.08,9.4
11.01.2020 13:15,0,0,5.19,9.44
11.01.2020 13:30,0,0,5.24,9.48
11.01.2020 13:45,0.67,4,5.22,9.52
11.01.2020 14:00,4,0,5.2,9.56
11.01.2020 14:15,5.33,0,5.19,9.6
11.01.2020 14:30,5.33,0,5.13,9.65
11.01.2020 14:45,1,4,5.03,9.69
11.01.2020 15:00,1.73,0,4.93,9.73
11.01.2020 15:15,5.67,0,4.84,9.77
11.01.2020 15:30,8,0,4.76,9.81
11.01.2020 15:45,3.67,0,4.7,9.85
11.01.2020 16:00,4.33,0,4.63,9.89
11.01.2020 16:15,8.13,4,4.57,9.93
11.01.2020 16:30,7.67,8,4.53,9.97
11.01.2020 16:45,9.33,4,4.5,10.02
11.01.2020 17:00,2.67,8,4.47,10.06
11.01.2020 17:15,0,8,4.44,10.1
11.01.2020 17:30,6.67,8,4.4,10.14
11.01.2020 17:45,10.27,8,4.34,10.18
11.01.2020 18:00,6,8,4.29,10.22
11.01.2020 18:15,7.8,4,4.23,10.26
11.01.2020 18:30,7.33,8,4.18,10.3
11.01.2020 18:45,3.4,8,4.12,10.34
11.01.2020 19:00,14,12,4.06,10.38
11.01.2020 19:15,4.33,12,4.01,10.43
11.01.2020 19:30,0,12,3.95,10.47
11.01.2020 19:45,5.47,12,3.9,10.51
11.01.2020 20:00,20.07,8,3.85,10.55
11.01.2020 20:15,8.13,8,3.8,10.59
11.01.2020 20:30,1,8,3.74,10.63
11.01.2020 20:45,0,12,3.69,10.67
11.01.2020 21:00,2.33,8,3.63,10.71
11.01.2020 21:15,1.4,8,3.57,10.75
11.01.2020 21:30,3.13,8,3.56,10.79
11.01.2020 21:45,4.67,4,3.59,10.83
11.01.2020 22:00,2.33,0,3.61,10.87
11.01.2020 22:15,0,0,3.64,10.91
11.01.2020 22:30,0,0,3.7,10.95
11.01.2020 22:45,0,0,3.8,10.99
11.01.2020 23:00,0,0,3.9,11.03
11.01.2020 23:15,0,0,3.99,11.07
11.01.2020 23:30,0,0,4.06,11.11
11.01.2020 23:45,0,0,4.1,11.15
12.01.2020 00:00,0,0,4.14,11.19
12.01.2020 00:15,0,0,4.18,11.23
12.01.2020 00:30,0,0,4.21,11.27
12.01.2020 00:45,0,0,4.22,11.31
12.01.2020 01:00,0,0,4.23,11.34
12.01.2020 01:15,0,0,4.24,11.38
12.01.2020 01:30,0,0,4.2,11.42
12.01.2020 01:45,0,0,4.11,11.46
12.01.2020 02:00,0,0,4.03,11.5
12.01.2020 02:15,0,0,3.94,11.54
12.01.2020 02:30,0,0,3.84,11.57
12.01.2020 02:45,0,0,3.72,11.61
12.01.2020 03:00,0,0,3.6,11.65
12.01.2020 03:15,0,0,3.48,11.69
12.01.2020 03:30,0.67,0,3.38,11.72
12.01.2020 03:45,1,0,3.29,11.76
12.01.2020 04:00,0,0,3.21,11.8
12.01.2020 04:15,0.53,0,3.12,11.83
12.01.2020 04:30,2,0,3.07,11.87
12.01.2020 04:45,1.33,0,3.06,11.91
12.01.2020 05:00,4,0,3.04,11.94
12.01.2020 05:15,2,0,3.02,11.98
12.01.2020 05:30,1.47,0,3.04,12.01
12.01.2020 05:45,13.47,4,3.09,12.05
12.01.2020 06:00,14.6,12,3.15,12.09
12.01.2020 06:15,20.07,16,3.2,12.12
12.01.2020 06:30,22.47,16,3.28,12.15
12.01.2020 06:45,11.53,16,3.38,12.19
12.01.2020 07:00,22.67,16,3.48,12.22
12.01.2020 07:15,30.93,12,3.58,12.26
12.01.2020 07:30,24.93,16,3.7,12.29
12.01.2020 07:45,11.13,16,3.83,12.32
12.01.2020 08:00,5.47,16,3.96,12.36
12.01.2020 08:15,14.2,12,4.09,12.39
12.01.2020 08:30,14.53,8,4.2,12.42
12.01.2020 08:45,7.4,4,4.28,12.46
12.01.2020 09:00,8.67,4,4.37,12.49
12.01.2020 09:15,4.13,0,4.45,12.52
12.01.2020 09:30,12.4,4,4.51,12.55
12.01.2020 09:45,10.8,8,4.56,12.58
12.01.2020 10:00,11.27,4,4.6,12.62
12.01.2020 10:15,8.93,8,4.64,12.65
12.01.2020 10:30,2.07,8,4.7,12.68
12.01.2020 10:45,6.93,12,4.76,12.71
12.01.2020 11:00,5.93,8,4.83,12.74
12.01.2020 11:15,2.67,16,4.89,12.77
12.01.2020 11:30,0,24,4.97,12.8
12.01.2020 11:45,2.2,24,5.06,12.83
12.01.2020 12:00,4.47,16,5.16,12.86
12.01.2020 12:15,7.47,12,5.25,12.88
12.01.2020 12:30,8.53,8,5.34,12.91
12.01.2020 12:45,6.8,8,5.42,12.94
12.01.2020 13:00,5.47,4,5.51,12.97
12.01.2020 13:15,3.67,4,5.59,13
12.01.2020 13:30,12.07,8,5.67,13.02
12.01.2020 13:45,10.8,8,5.75,13.05
12.01.2020 14:00,4.4,8,5.83,13.08
12.01.2020 14:15,1.4,8,5.9,13.1
12.01.2020 14:30,4,4,5.98,13.13
12.01.2020 14:45,3.33,8,6.05,13.15
12.01.2020 15:00,7.4,12,6.12,13.18
12.01.2020 15:15,8.93,4,6.19,13.2
12.01.2020 15:30,1,4,6.25,13.23
12.01.2020 15:45,0,4,6.31,13.25
12.01.2020 16:00,1,4,6.37,13.28
12.01.2020 16:15,1.13,0,6.43,13.3
12.01.2020 16:30,2,0,6.49,13.32
12.01.2020 16:45,4.33,0,6.56,13.34
12.01.2020 17:00,4,0,6.62,13.37
12.01.2020 17:15,1,0,6.69,13.39
12.01.2020 17:30,1.33,0,6.75,13.41
12.01.2020 17:45,1,0,6.82,13.43
12.01.2020 18:00,3.67,0,6.88,13.45
12.01.2020 18:15,4,8,6.95,13.47
12.01.2020 18:30,0.13,8,7,13.49
12.01.2020 18:45,9.47,8,7.03,13.51
12.01.2020 19:00,4.73,8,7.07,13.53
12.01.2020 19:15,0,4,7.1,13.55
12.01.2020 19:30,2.33,0,7.13,13.57
12.01.2020 19:45,1.27,8,7.14,13.59
12.01.2020 20:00,7.8,8,7.16,13.61
12.01.2020 20:15,8.67,4,7.17,13.62
12.01.2020 20:30,2,8,7.16,13.64
12.01.2020 20:45,2,4,7.12,13.66
12.01.2020 21:00,9.33,4,7.08,13.67
12.01.2020 21:15,1.33,0,7.04,13.69
12.01.2020 21:30,1,4,7,13.71
12.01.2020 21:45,3,4,6.95,13.72
12.01.2020 22:00,0,0,6.9,13.74
12.01.2020 22:15,0,0,6.85,13.75
12.01.2020 22:30,0,0,6.78,13.77
12.01.2020 22:45,0.33,0,6.67,13.78
12.01.2020 23:00,0,0,6.57,13.79
12.01.2020 23:15,0,0,6.47,13.8
12.01.2020 23:30,0,0,6.35,13.82
12.01.2020 23:45,0,0,6.22,13.83
13.01.2020 00:00,0,0,6.09,13.84
